abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classification,defense,experience_growth,generation,height_m,hp,image,is_legendary,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg
['Swarm'],1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,62,3840,70,300,255,Larva Pokémon,45,1000000,7,0.4,47,images/grubbin.png,0,Agojimushiアゴジムシ,Grubbin,50,736,55,45,46,bug,,4.4
"['Thick Fat', 'Own Tempo', 'Gluttony']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,45,5120,70,470,60,Manipulate Pokémon,65,800000,3,0.9,80,images/grumpig.png,0,Boopigブーピッグ,Grumpig,50,326,90,110,80,psychic,,71.5
"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,43,5120,70,302,225,Stomach Pokémon,53,1640000,3,0.4,70,images/gulpin.png,0,Gokulinゴクリン,Gulpin,50,316,43,53,40,poison,,10.3
"['Stakeout', 'Strong Jaw', 'Adaptability']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,110,3840,70,418,127,Stakeout Pokémon,60,1000000,7,0.7,88,images/gumshoos.png,0,Dekagooseデカグース,Gumshoos,50,735,55,60,45,normal,,14.2
"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,105,5120,70,405,90,Muscular Pokémon,85,1059860,5,1.2,85,images/gurdurr.png,0,Dotekkotsuドテッコツ,Gurdurr,75.4,533,40,50,40,fighting,,40.0
['Beast Boost'],2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,101,30720,0,570,15,Junkivore Pokémon,53,1250000,7,5.5,223,images/guzzlord.png,1,Akuzikingアクジキング,Guzzlord,0,799,97,53,43,dark,dragon,888.0
"['Intimidate', 'Moxie']",0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,155,1280,70,640,45,Atrocious Pokémon,109,1250000,1,6.5,95,images/gyarados.png,0,Gyaradosギャラドス,Gyarados,50,130,70,130,81,water,flying,235.0
"['Bulletproof', 'Soundproof', 'Overcoat']",0.5,0.5,2,0.5,4,1,0.5,2,1,0.5,1,2,1,1,2,0.5,1,0.5,75,10240,70,420,45,Scaly Pokémon,90,1250000,7,1.2,55,images/hakamo-o.png,0,Jyarangoジャランゴ,Hakamo-o,50,783,65,70,65,dragon,fighting,47.0
"['Natural Cure', 'Serene Grace', 'Friend Guard']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5,10240,140,220,130,Playhouse Pokémon,5,800000,4,0.6,100,images/happiny.png,0,Pinpukuピンプク,Happiny,0,440,15,65,30,normal,,24.4
"['Thick Fat', 'Guts', 'Sheer Force']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,120,5120,70,474,200,Arm Thrust Pokémon,60,1640000,3,2.3,144,images/hariyama.png,0,Hariteyamaハリテヤマ,Hariyama,75.4,297,40,60,50,fighting,,253.8
['Levitate'],0.25,2,1,1,0.5,0,1,1,2,0.5,2,1,0,0.25,2,1,1,1,50,5120,70,405,90,Gas Pokémon,45,1059860,1,1.6,45,images/haunter.png,0,Ghostゴースト,Haunter,50,93,115,55,95,ghost,poison,0.1
"['Limber', 'Unburden', 'Mold Breaker']",0.25,0.5,1,2,2,0.5,1,2,1,0.5,0,2,1,1,2,1,1,1,92,5120,70,500,100,Wrestling Pokémon,75,1000000,6,0.8,78,images/hawlucha.png,0,Luchabullルチャブル,Hawlucha,50,701,74,63,118,fighting,flying,21.5
"['Rivalry', 'Mold Breaker', 'Unnerve']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,147,10240,35,540,45,Axe Jaw Pokémon,90,1250000,5,1.8,76,images/haxorus.png,0,Ononokusオノノクス,Haxorus,50,612,60,70,97,dragon,,105.5
"['Gluttony', 'Flash Fire', 'White Smoke']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,97,5120,70,484,90,Anteater Pokémon,66,1000000,5,1.4,85,images/heatmor.png,0,Kuitaranクイタラン,Heatmor,50,631,105,66,65,fire,,58.0
"['Flash Fire', 'Flame Body']",0.25,1,0.5,1,0.25,2,1,0.5,1,0.25,4,0.25,0.5,0,0.5,1,0.25,2,90,2560,100,600,3,Lava Dome Pokémon,106,1250000,4,1.7,91,images/heatran.png,1,Heatranヒードラン,Heatran,50,485,130,106,77,fire,steel,430.0
"['Dry Skin', 'Sand Veil', 'Solar Power']",1,1,1,0.5,1,2,1,0.5,0,1,2,1,1,1,1,1,0.5,1,55,5120,70,481,75,Generator Pokémon,52,1000000,6,1.0,62,images/heliolisk.png,0,Elezardエレザード,Heliolisk,50,695,109,94,109,electric,normal,21.0
"['Dry Skin', 'Sand Veil', 'Solar Power']",1,1,1,0.5,1,2,1,0.5,0,1,2,1,1,1,1,1,0.5,1,38,5120,70,289,190,Generator Pokémon,33,1000000,6,0.5,44,images/helioptile.png,0,Erikiteruエリキテル,Helioptile,50,694,61,43,70,electric,normal,6.0
"['Swarm', 'Guts', 'Moxie']",0.5,0.5,1,1,2,0.5,2,4,1,0.5,0.5,1,1,1,2,1,1,1,185,6400,70,600,45,Singlehorn Pokémon,115,1250000,2,1.5,80,images/heracross.png,0,Heracrosヘラクロス,Heracross,50,214,40,105,75,bug,fighting,54.0
"['Intimidate', 'Sand Rush', 'Scrappy']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,3840,70,370,120,Loyal Dog Pokémon,65,1059860,5,0.9,65,images/herdier.png,0,Herderrieハーデリア,Herdier,50,507,35,65,60,normal,,14.7
"['Sand Stream', 'Sand Force']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,72,7680,70,330,140,Hippo Pokémon,78,1250000,4,0.8,68,images/hippopotas.png,0,Hippopotasヒポポタス,Hippopotas,50,449,38,42,32,ground,,49.5
"['Sand Stream', 'Sand Force']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,112,7680,70,525,60,Heavyweight Pokémon,118,1250000,4,2.0,108,images/hippowdon.png,0,Kabaldonカバルドン,Hippowdon,50,450,68,72,47,ground,,300.0
"['Keen Eye', 'Iron Fist', 'Inner Focus']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,105,6400,70,455,45,Punching Pokémon,79,1000000,1,1.4,50,images/hitmonchan.png,0,Ebiwalarエビワラー,Hitmonchan,100,107,35,110,76,fighting,,50.2
"['Limber', 'Reckless', 'Unburden']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,120,6400,70,455,45,Kicking Pokémon,53,1000000,1,1.5,50,images/hitmonlee.png,0,Sawamularサワムラー,Hitmonlee,100,106,35,110,87,fighting,,49.8
"['Intimidate', 'Technician', 'Steadfast']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,95,6400,70,455,45,Handstand Pokémon,95,1000000,2,1.4,50,images/hitmontop.png,0,Kapoererカポエラー,Hitmontop,100,237,35,110,70,fighting,,48.0
"['Pressure', 'Regenerator']",0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,130,30720,0,680,3,Rainbow Pokémon,90,1250000,2,3.8,106,images/ho-oh.png,1,Hououホウオウ,Ho-Oh,0,250,110,154,90,fire,flying,199.0
"['Insomnia', 'Super Luck', 'Moxie']",1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,125,5120,35,505,30,Big Boss Pokémon,52,1059860,4,0.9,100,images/honchkrow.png,0,Dongkarasuドンカラス,Honchkrow,50,430,105,52,71,dark,flying,27.3
['No Guard'],0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,80,5120,70,325,180,Sword Pokémon,100,1000000,6,0.8,45,images/honedge.png,0,Hitotsukiヒトツキ,Honedge,50,679,35,37,28,steel,ghost,2.0
['Magician'],1,4,1,1,1,0,1,1,4,1,1,1,0,0.5,0.5,1,1,1,160,30720,100,680,3,Mischief Pokémon (Confined)Djinn Pokémonn (Unbound),60,1250000,6,0,80,images/hoopa-confined.png,1,Hoopa (imashimerareshi Hoopa)フーパ,Hoopa,0,720,170,130,80,psychic,ghost,0
"['Insomnia', 'Keen Eye', 'Tinted Lens']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,30,3840,70,262,255,Owl Pokémon,30,1000000,2,0.7,60,images/hoothoot.png,0,Hohoホーホー,Hoothoot,50,163,36,56,50,normal,flying,21.2
"['Chlorophyll', 'Leaf Guard', 'Infiltrator']",1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,35,5120,70,250,255,Cottonweed Pokémon,40,1059860,2,0.4,35,images/hoppip.png,0,Haneccoハネッコ,Hoppip,50,187,35,55,50,grass,flying,0.5
"['Swift Swim', 'Sniper', 'Damp']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,40,5120,70,295,225,Dragon Pokémon,70,1000000,1,0.4,30,images/horsea.png,0,Tattuタッツー,Horsea,50,116,70,25,60,water,,8.0
"['Early Bird', 'Flash Fire', 'Unnerve']",1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,90,5120,35,600,45,Dark Pokémon,90,1250000,2,1.4,75,images/houndoom.png,0,Hellgarヘルガー,Houndoom,50,229,140,90,115,dark,fire,35.0
"['Early Bird', 'Flash Fire', 'Unnerve']",1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,60,5120,35,330,120,Dark Pokémon,30,1250000,2,0.6,45,images/houndour.png,0,Delvilデルビル,Houndour,50,228,80,50,65,dark,fire,10.8
"['Swift Swim', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,104,5120,70,485,60,Deep Sea Pokémon,105,600000,3,1.7,55,images/huntail.png,0,Huntailハンテール,Huntail,50,367,94,75,52,water,,27.0
['Levitate'],2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,105,10240,35,600,45,Brutal Pokémon,90,1250000,5,1.8,92,images/hydreigon.png,0,Sazandoraサザンドラ,Hydreigon,50,635,125,90,98,dark,dragon,160.0
"['Insomnia', 'Forewarn', 'Inner Focus']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,73,5120,70,483,75,Hypnosis Pokémon,70,1000000,1,1.6,85,images/hypno.png,0,Sleeperスリーパー,Hypno,50,97,73,115,67,psychic,,75.6
"['Cute Charm', 'Competitive', 'Friend Guard']",0.5,0.5,0,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1,30,2560,70,210,170,Balloon Pokémon,15,800000,2,0.3,90,images/igglybuff.png,0,Pupurinププリン,Igglybuff,24.6,174,40,20,15,normal,fairy,1.0
"['Oblivious', 'Tinted Lens', 'Prankster']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,47,3840,70,430,150,Firefly Pokémon,75,1640000,3,0.6,65,images/illumise.png,0,Illumiseイルミーゼ,Illumise,0,314,73,85,85,bug,,17.7
"['Blaze', 'Intimidate']",1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,115,3840,70,530,45,Heel Pokémon,90,1059860,7,1.8,95,images/incineroar.png,0,Gaogaenガオガエン,Incineroar,88.1,727,80,90,60,fire,dark,83.0
"['Blaze', 'Iron Fist']",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,104,5120,70,534,45,Flame Pokémon,71,1059860,4,1.2,76,images/infernape.png,0,Goukazaruゴウカザル,Infernape,88.1,392,104,71,108,fire,fighting,55.0
"['Contrary', 'Suction Cups', 'Infiltrator']",4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,54,5120,70,288,190,Revolving Pokémon,53,1000000,6,0.4,53,images/inkay.png,0,Maaiikaマーイーカ,Inkay,50,686,37,46,45,dark,psychic,3.5
"['Overgrow', 'Chlorophyll']",1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,62,5120,70,405,45,Seed Pokémon,63,1059860,1,1.0,60,images/ivysaur.png,0,Fushigisouフシギソウ,Ivysaur,88.1,2,80,80,60,grass,poison,13.0
"['Bulletproof', 'Soundproof', 'Overcoat']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,55,10240,70,300,45,Scaly Pokémon,65,1250000,7,0.6,45,images/jangmo-o.png,0,Jyarakoジャラコ,Jangmo-o,50,782,45,45,45,dragon,,29.7
"['Water Absorb', 'Cursed Body', 'Damp']",0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5,60,5120,70,480,60,Floating Pokémon,70,1000000,5,2.2,100,images/jellicent.png,0,Burungelブルンゲル,Jellicent,50,593,85,105,60,water,ghost,135.0
"['Cute Charm', 'Competitive', 'Friend Guard']",0.5,0.5,0,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1,45,2560,70,270,170,Balloon Pokémon,20,800000,1,0.5,115,images/jigglypuff.png,0,Purinプリン,Jigglypuff,24.6,39,45,25,20,normal,fairy,5.5
['Serene Grace'],1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,100,30720,100,600,3,Wish Pokémon,100,1250000,3,0.3,100,images/jirachi.png,1,Jirachiジラーチ,Jirachi,0,385,100,100,100,steel,psychic,1.1
"['Volt Absorb', 'Quick Feet']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,65,8960,70,525,45,Lightning Pokémon,60,1000000,1,0.8,65,images/jolteon.png,0,Thundersサンダース,Jolteon,88.1,135,110,95,130,electric,,24.5
"['Compoundeyes', 'Unnerve', 'Swarm']",1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,47,5120,70,319,190,Attaching Pokémon,50,1000000,5,0.1,50,images/joltik.png,0,Bachuruバチュル,Joltik,50,595,57,50,65,bug,electric,0.6
"['Chlorophyll', 'Leaf Guard', 'Infiltrator']",1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,55,5120,70,460,45,Cottonweed Pokémon,70,1059860,2,0.8,75,images/jumpluff.png,0,Wataccoワタッコ,Jumpluff,50,189,55,95,110,grass,flying,3.0
"['Oblivious', 'Forewarn', 'Dry Skin']",2,2,1,1,1,1,2,1,2,1,1,0.5,1,1,0.5,2,2,1,50,6400,70,455,45,Humanshape Pokémon,35,1000000,1,1.4,65,images/jynx.png,0,Rougelaルージュラ,Jynx,0,124,115,95,95,ice,psychic,40.6
"['Swift Swim', 'Battle Armor', 'Weak Armor']",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,80,7680,70,355,45,Shellfish Pokémon,90,1000000,1,0.5,30,images/kabuto.png,0,Kabutoカブト,Kabuto,88.1,140,55,45,55,rock,water,11.5
"['Swift Swim', 'Battle Armor', 'Weak Armor']",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,115,7680,70,495,45,Shellfish Pokémon,105,1000000,1,1.3,60,images/kabutops.png,0,Kabutopsカブトプス,Kabutops,88.1,141,65,70,80,rock,water,40.5
"['Synchronize', 'Inner Focus', 'Magic Guard']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,35,5120,70,400,100,Psi Pokémon,30,1059860,1,1.3,40,images/kadabra.png,0,Yungererユンゲラー,Kadabra,75.4,64,120,70,105,psychic,,56.5
['Shed Skin'],0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,25,3840,70,205,120,Cocoon Pokémon,50,1000000,1,0.6,45,images/kakuna.png,0,Cocoonコクーン,Kakuna,50,14,25,25,35,bug,poison,10.0
"['Early Bird', 'Scrappy', 'Inner Focus']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,125,5120,70,590,45,Parent Pokémon,100,1000000,1,2.2,105,images/kangaskhan.png,0,Garuraガルーラ,Kangaskhan,0,115,60,100,100,normal,,80.0
"['Swarm', 'Shed Skin', 'No Guard']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,75,3840,70,315,200,Clamping Pokémon,45,1000000,5,0.5,50,images/karrablast.png,0,Kaburumoカブルモ,Karrablast,50,588,40,45,60,bug,,5.9
['Beast Boost'],1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,181,30720,0,570,255,Drawn Sword Pokémon,131,1250000,7,0.3,59,images/kartana.png,1,Kamiturugiカミツルギ,Kartana,0,798,59,31,109,grass,steel,0.1
"['Color Change', 'Protean']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,90,5120,70,440,200,Color Swap Pokémon,70,1059860,3,1.0,60,images/kecleon.png,0,Kakureonカクレオン,Kecleon,50,352,60,120,40,normal,,22.0
['Justified'],0.5,0.5,1,2,2,1,0.5,2,1,2,1,0.5,1,1,2,0.5,0.5,0.5,72,20480,35,580,3,Colt Pokémon,90,1250000,5,1.4,91,images/keldeo-ordinary.png,1,Keldeo (itsumo No Sugata)ケルディオ,Keldeo,0,647,129,90,108,water,fighting,48.5
"['Swift Swim', 'Sniper', 'Damp']",1,1,2,1,2,1,0.25,1,1,1,1,1,1,1,1,1,0.5,0.25,95,5120,70,540,45,Dragon Pokémon,95,1000000,2,1.8,75,images/kingdra.png,0,Kingdraキングドラ,Kingdra,50,230,95,95,85,water,dragon,152.0
"['Hyper Cutter', 'Shell Armor', 'Sheer Force']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,130,5120,70,475,60,Pincer Pokémon,115,1000000,1,1.3,55,images/kingler.png,0,Kinglerキングラー,Kingler,50,99,50,50,75,water,,60.0
"['Synchronize', 'Trace', 'Telepathy']",1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,35,5120,35,278,120,Emotion Pokémon,35,1250000,3,0.8,38,images/kirlia.png,0,Kirliaキルリア,Kirlia,50,281,65,55,50,psychic,fairy,20.2
"['Plus', 'Minus', 'Clear Body']",0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,80,5120,70,440,60,Gear Pokémon,95,1059860,5,0.6,60,images/klang.png,0,Gigiaruギギアル,Klang,0,600,70,85,50,steel,,51.0
"['Prankster', 'Magician']",0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,80,5120,70,470,75,Key Ring Pokémon,91,800000,6,0.2,57,images/klefki.png,0,Cleffyクレッフィ,Klefki,50,707,80,87,75,steel,fairy,3.0
"['Plus', 'Minus', 'Clear Body']",0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,55,5120,70,300,130,Gear Pokémon,70,1059860,5,0.3,40,images/klink.png,0,Giaruギアル,Klink,0,599,45,60,30,steel,,21.0
"['Plus', 'Minus', 'Clear Body']",0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,100,5120,70,520,30,Gear Pokémon,115,1059860,5,0.6,60,images/klinklang.png,0,Gigigiaruギギギアル,Klinklang,0,601,70,85,90,steel,,81.0
['Levitate'],0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,65,5120,70,340,190,Poison Gas Pokémon,95,1000000,1,0.6,40,images/koffing.png,0,Dogarsドガース,Koffing,50,109,60,45,35,poison,,1.0
['Comatose'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,115,5120,70,480,45,Drowsing Pokémon,65,1250000,7,0.4,65,images/komala.png,0,Nekkoaraネッコアラ,Komala,50,775,75,95,65,normal,,19.9
"['Bulletproof', 'Soundproof', 'Overcoat']",0.5,0.5,2,0.5,4,1,0.5,2,1,0.5,1,2,1,1,2,0.5,1,0.5,110,10240,70,600,45,Scaly Pokémon,125,1250000,7,1.6,75,images/kommo-o.png,0,Jyararangaジャラランガ,Kommo-o,50,784,100,105,85,dragon,fighting,78.2
"['Hyper Cutter', 'Shell Armor', 'Sheer Force']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,105,5120,70,325,225,River Crab Pokémon,90,1000000,1,0.4,30,images/krabby.png,0,Crabクラブ,Krabby,50,98,25,25,50,water,,6.5
"['Shed Skin', 'Run Away']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,25,3840,70,194,255,Cricket Pokémon,41,1059860,4,0.3,37,images/kricketot.png,0,Korobohshiコロボーシ,Kricketot,50,401,25,41,25,bug,,2.2
"['Swarm', 'Technician']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,85,3840,70,384,45,Cricket Pokémon,51,1059860,4,1.0,77,images/kricketune.png,0,Korotockコロトック,Kricketune,50,402,55,51,65,bug,,25.5
"['Intimidate', 'Moxie', 'Anger Point']",2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,82,5120,70,351,90,Desert Croc Pokémon,45,1059860,5,1.0,60,images/krokorok.png,0,Waruvileワルビル,Krokorok,50,552,45,45,74,ground,dark,33.4
"['Intimidate', 'Moxie', 'Anger Point']",2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,117,5120,70,519,45,Intimidation Pokémon,80,1059860,5,1.5,95,images/krookodile.png,0,Waruvialワルビアル,Krookodile,50,553,65,70,92,ground,dark,96.3
['Drizzle'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,150,30720,0,770,3,Sea Basin Pokémon,90,1250000,3,4.5,100,images/kyogre.png,1,Kyogreカイオーガ,Kyogre,0,382,180,160,90,water,,352.0
"['Pressure', 'Teravolt', 'Turboblaze']",1,1,2,0.5,2,2,1,1,1,0.5,1,1,1,1,1,2,2,0.5,120,30720,0,700,3,Boundary Pokémon,90,1250000,5,3.0,125,images/kyurem.png,1,Kyuremキュレム,Kyurem,0,646,170,100,95,dragon,ice,325.0
"['Sturdy', 'Rock Head', 'Heavy Metal']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,90,8960,35,430,90,Iron Armor Pokémon,140,1250000,3,0.9,60,images/lairon.png,0,Kodoraコドラ,Lairon,50,305,50,50,40,steel,rock,120.0
"['Flash Fire', 'Flame Body', 'Infiltrator']",0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,40,5120,70,370,90,Lamp Pokémon,60,1059860,5,0.6,60,images/lampent.png,0,Lamplerランプラー,Lampent,50,608,95,60,55,ghost,fire,13.0
"['Sand Force', 'Sheer Force', 'Intimidate']",0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,145,30720,90,600,3,Abundance Pokémon,90,1250000,5,1.5,89,images/landorus-incarnate.png,1,Landlos (keshin Forme)ランドロス,Landorus,100,645,105,80,91,ground,flying,68.0
"['Volt Absorb', 'Illuminate', 'Water Absorb']",1,1,1,1,1,1,0.5,0.5,1,2,2,0.5,1,1,1,1,0.25,0.5,58,5120,70,460,75,Light Pokémon,58,1250000,2,1.2,125,images/lanturn.png,0,Lanternランターン,Lanturn,50,171,76,76,67,water,electric,22.5
"['Water Absorb', 'Shell Armor', 'Hydration']",1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,85,10240,70,535,45,Transport Pokémon,80,1250000,1,2.5,130,images/lapras.png,0,Laplaceラプラス,Lapras,50,131,85,95,60,water,ice,220.0
"['Flame Body', 'Swarm']",0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2,85,10240,70,360,45,Torch Pokémon,55,1250000,5,1.1,55,images/larvesta.png,0,Merlarvaメラルバ,Larvesta,50,636,50,55,60,bug,fire,28.8
"['Guts', 'Sand Veil']",1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,64,10240,35,300,45,Rock Skin Pokémon,50,1250000,2,0.6,50,images/larvitar.png,0,Yogirasヨーギラス,Larvitar,50,246,45,50,41,rock,ground,72.0
['Levitate'],2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,100,30720,90,700,3,Eon Pokémon,120,1250000,3,1.4,80,images/latias.png,1,Latiasラティアス,Latias,0,380,140,150,110,dragon,psychic,40.0
['Levitate'],2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,130,30720,90,700,3,Eon Pokémon,100,1250000,3,2.0,80,images/latios.png,1,Latiosラティオス,Latios,100,381,160,120,110,dragon,psychic,60.0
"['Leaf Guard', 'Chlorophyll']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,110,8960,35,525,45,Verdant Pokémon,130,1000000,4,1.0,65,images/leafeon.png,0,Leafiaリーフィア,Leafeon,88.1,470,60,65,95,grass,,25.5
"['Swarm', 'Chlorophyll', 'Overcoat']",2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,103,3840,70,500,45,Nurturing Pokémon,80,1059860,5,1.2,75,images/leavanny.png,0,Hahakomoriハハコモリ,Leavanny,50,542,70,80,92,bug,grass,20.5
"['Swarm', 'Early Bird', 'Iron Fist']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,35,3840,70,390,90,Five Star Pokémon,50,800000,2,1.4,55,images/ledian.png,0,Redianレディアン,Ledian,50,166,55,110,85,bug,flying,35.6
"['Swarm', 'Early Bird', 'Rattled']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,20,3840,70,265,255,Five Star Pokémon,30,800000,2,1.0,40,images/ledyba.png,0,Redibaレディバ,Ledyba,50,165,40,80,55,bug,flying,10.8
"['Own Tempo', 'Oblivious', 'Cloud Nine']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,85,5120,70,515,30,Licking Pokémon,95,1000000,4,1.7,110,images/lickilicky.png,0,Berobeltベロベルト,Lickilicky,50,463,80,95,50,normal,,140.0
"['Own Tempo', 'Oblivious', 'Cloud Nine']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,55,5120,70,385,45,Licking Pokémon,75,1000000,1,1.2,90,images/lickitung.png,0,Beroringaベロリンガ,Lickitung,50,108,60,75,30,normal,,65.5
"['Limber', 'Unburden', 'Prankster']",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,88,5120,70,446,90,Cruel Pokémon,50,1000000,5,1.1,64,images/liepard.png,0,Lepardasレパルダス,Liepard,50,510,88,50,106,dark,,37.5
